x,y,pass_end_x,pass_end_y,pass_angle,pass_length,pass_technique,pass_type,play_pattern,under_pressure,possession_team_id,shot_statsbomb_xg_y
36.4,41.2,112.9,65.6,0.30875406,80.29701,Normal,Open Play,Regular Play,False,176,0.036801353
79.4,45.3,78.3,77.2,1.6052654,31.91896,Normal,Open Play,From Keeper,False,175,0.0064979196
104.3,64.1,110.9,46.0,-1.2211384,19.265772,Normal,Free Kick,From Free Kick,False,176,0.05321116
87.8,39.4,95.7,32.2,-0.7390737,10.688779,Normal,Open Play,From Goal Kick,True,175,0.07271705
109.9,51.4,105.6,45.4,-2.1926205,7.3817344,Normal,Open Play,From Keeper,True,176,0.12855329
95.3,71.4,111.4,38.9,-1.1108478,36.26927,Normal,Free Kick,From Free Kick,False,176,0.0767945
89.0,53.4,90.2,24.7,-1.5290089,28.725077,Normal,Open Play,From Throw In,False,175,0.025113884
101.1,53.8,95.9,39.2,-1.9129522,15.498387,Normal,Open Play,From Free Kick,True,176,0.049252413
58.5,69.7,66.4,46.2,-1.2464948,24.792337,Normal,Open Play,Regular Play,False,175,0.042519145
105.5,49.1,109.0,29.3,-1.395836,20.106964,Normal,Open Play,From Free Kick,True,176,0.11134898
101.7,69.8,114.3,43.3,-1.1269631,29.342972,Normal,Open Play,From Free Kick,True,180,0.38003314
105.8,72.1,115.4,28.2,-1.3555065,44.9374,Normal,Open Play,Regular Play,False,180,0.036631998
74.4,22.1,81.8,9.1,-1.0533086,14.95861,Normal,Open Play,From Throw In,False,180,0.025681717
111.5,68.5,111.5,36.4,-1.5707964,32.1,Normal,Open Play,From Corner,False,180,0.20791098
108.5,5.2,111.6,35.3,1.4681681,30.259214,Normal,Open Play,From Corner,False,178,0.06835603
43.4,71.4,57.0,57.7,-0.7890611,19.304144,Normal,Open Play,From Throw In,True,178,0.09955879
105.9,57.8,103.5,45.9,-1.7698073,12.139605,Normal,Open Play,Regular Play,True,180,0.08792149
107.4,6.1,97.5,37.4,1.8771338,32.828342,Normal,Open Play,From Corner,False,180,0.05182105
101.2,24.9,108.1,23.9,-0.14392544,6.9720874,Normal,Open Play,From Kick Off,False,178,0.050114654
90.5,61.3,116.6,54.1,-0.26916748,27.074896,Through Ball,Open Play,From Free Kick,False,180,0.012031745
120.0,80.0,111.3,43.7,-1.8060287,37.328007,Outswinging,Corner,From Corner,False,180,0.069944665
88.3,62.5,109.5,35.4,-0.90694916,34.40712,Normal,Open Play,From Throw In,False,174,0.08543131
78.1,16.0,98.1,44.5,0.9588939,34.81738,Normal,Open Play,Regular Play,False,173,0.1847645
112.7,69.9,110.9,38.1,-1.6273397,31.850903,Normal,Open Play,From Free Kick,False,173,0.111751884
54.5,20.9,92.1,14.9,-0.15824032,38.075714,Normal,Recovery,From Counter,False,173,0.0821578
94.5,40.3,104.2,58.1,1.0718433,20.271408,Normal,Open Play,Regular Play,True,174,0.0233082
102.3,45.0,107.3,31.3,-1.2208537,14.583896,Normal,Open Play,From Free Kick,False,173,0.072885774
120.0,0.1,114.6,30.3,1.7477344,30.678984,Outswinging,Corner,From Corner,False,174,0.06047158
86.7,63.7,86.7,55.7,-1.5707964,8.0,Normal,Open Play,Regular Play,False,174,0.028171493
81.7,70.5,91.7,52.6,-1.0613292,20.503902,Normal,Open Play,From Free Kick,True,173,0.07408282
91.7,14.9,95.6,27.2,1.2637506,12.903488,Normal,Open Play,Regular Play,False,173,0.04595037
90.8,42.3,106.4,58.1,0.7917675,22.203604,Normal,Open Play,From Free Kick,True,174,0.06307327
71.7,10.2,77.3,23.2,1.1640493,14.154858,Normal,Open Play,Regular Play,False,174,0.025300018
70.6,21.7,88.2,33.6,0.5945299,21.24547,Normal,Recovery,From Counter,False,174,0.08030404
89.5,60.0,91.0,50.9,-1.4074302,9.222797,Normal,Open Play,Regular Play,False,174,0.27045894
55.8,53.6,58.0,41.0,-1.3979357,12.790622,Normal,Recovery,From Counter,False,184,0.033400945
120.0,0.1,115.1,34.8,1.7110791,35.04426,Outswinging,Corner,From Corner,False,184,0.12050199
73.6,29.2,95.9,14.4,-0.58593005,26.764341,Normal,Open Play,From Counter,False,186,0.043059193
95.4,59.0,94.8,58.5,-2.4468544,0.781025,Normal,Open Play,From Free Kick,False,186,0.0090527525
87.8,49.9,85.9,40.2,-1.7642237,9.884331,Normal,Open Play,Regular Play,True,186,0.02838301
120.0,80.0,111.3,34.3,-1.7589173,46.52075,Outswinging,Corner,From Corner,False,184,0.04616165
100.2,20.6,97.2,27.3,1.991787,7.340981,Normal,Open Play,From Free Kick,False,184,0.024238233
106.0,76.8,112.4,44.5,-1.3751875,32.92795,Normal,Open Play,From Corner,False,186,0.09404972
109.1,13.4,117.4,44.2,1.3075688,31.898746,Normal,Open Play,From Corner,False,186,0.42192873
87.8,51.0,100.5,54.1,0.23941286,13.072873,Through Ball,Open Play,Regular Play,False,186,0.28892377
100.0,29.2,111.2,21.1,-0.6261367,13.822083,Normal,Open Play,From Free Kick,False,184,0.032088503
84.8,32.8,99.6,61.2,1.0903906,32.02499,Normal,Open Play,Regular Play,False,186,0.028095027
86.8,14.9,110.9,61.3,1.0917522,52.285465,Normal,Open Play,From Kick Off,False,184,0.00580973
92.4,43.4,108.2,21.9,-0.93704003,26.681267,Normal,Open Play,Regular Play,True,184,0.015019792
63.0,34.0,95.9,50.2,0.45755014,36.672195,Normal,Open Play,Regular Play,False,184,0.118486375
108.5,54.8,105.2,47.7,-2.0058804,7.8294315,Normal,Open Play,Regular Play,False,186,0.079675265
85.0,52.4,91.5,38.0,-1.146788,15.79905,Normal,Open Play,Regular Play,False,181,0.047700986
110.1,75.4,112.1,46.6,-1.5014632,28.86936,Normal,Open Play,Regular Play,False,181,0.10374854
46.8,75.7,107.9,58.0,-0.28197056,63.612106,Normal,Open Play,From Counter,True,177,0.10903852
111.1,11.2,101.1,41.5,1.8895737,31.907522,Normal,Open Play,From Free Kick,False,181,0.101931
84.2,47.5,94.5,17.5,-1.240073,31.718922,Normal,Open Play,Regular Play,False,181,0.012929422
99.7,73.8,112.9,33.9,-1.2513031,42.026775,Normal,Free Kick,From Free Kick,False,181,0.07241699
86.4,15.8,111.9,45.4,0.8596715,39.069298,Normal,Free Kick,From Free Kick,False,181,0.093636535
76.8,53.2,85.6,47.0,-0.61377007,10.764757,Normal,Open Play,From Free Kick,False,181,0.034845125
117.4,23.6,110.5,47.6,1.8507462,24.972185,Normal,Open Play,From Kick Off,True,181,0.2500243
111.5,6.7,105.4,42.0,1.7419109,35.823177,Normal,Open Play,From Throw In,False,177,0.059743986
57.2,27.9,79.3,7.1,-0.7551044,30.348806,Normal,Open Play,From Goal Kick,True,181,0.049276188
120.0,80.0,107.6,35.4,-1.8419745,46.291683,Outswinging,Corner,From Corner,False,177,0.025617272
104.1,38.6,111.7,29.5,-0.8749781,11.856222,Normal,Recovery,From Corner,True,177,0.060713917
120.0,80.0,110.5,40.3,-1.8056743,40.820827,Outswinging,Corner,From Corner,False,181,0.0532448
98.7,34.8,97.6,48.2,1.6527022,13.445073,Normal,Open Play,Regular Play,True,181,0.034111626
84.4,43.0,108.6,15.1,-0.8562964,36.93305,Normal,Open Play,Regular Play,True,177,0.057562836
97.2,75.5,109.2,46.1,-1.1832725,31.754684,Normal,Open Play,From Throw In,False,181,0.070403725
95.8,23.5,96.2,21.2,-1.3986055,2.3345234,Normal,Open Play,From Free Kick,False,171,0.00961316
82.9,38.9,79.6,41.7,2.437979,4.327817,Normal,Open Play,From Counter,False,186,0.02803931
86.6,12.6,85.6,25.8,1.6464095,13.237824,Normal,Open Play,Regular Play,False,186,0.038102925
120.0,0.1,112.1,43.0,1.7529052,43.621326,Outswinging,Corner,From Corner,False,171,0.067866415
120.0,80.0,112.2,43.6,-1.7818897,37.226334,Straight,Corner,From Corner,False,186,0.08009767
115.8,73.3,108.7,57.9,-2.0027924,16.95789,Normal,Open Play,Regular Play,False,171,0.011825918
76.2,23.7,92.2,27.1,0.2093854,16.357262,Normal,Open Play,Regular Play,True,186,0.042164057
120.0,80.0,108.8,41.1,-1.8511319,40.480244,Outswinging,Corner,From Corner,False,186,0.039080817
107.6,75.2,106.6,63.3,-1.6546329,11.941943,Normal,Open Play,Regular Play,False,186,0.13311361
109.1,68.2,106.0,47.3,-1.7180481,21.128654,Normal,Open Play,Regular Play,False,186,0.093839176
120.0,80.0,112.7,45.5,-1.7793149,35.263863,Outswinging,Corner,From Corner,False,186,0.07021419
120.0,80.0,116.5,28.3,-1.6383915,51.818336,Inswinging,Corner,From Corner,False,872,0.015489467
120.0,80.0,108.3,42.9,-1.8762882,38.901157,Normal,Corner,From Corner,False,175,0.09805429
92.2,35.2,98.6,28.0,-0.844154,9.633276,Normal,Open Play,From Throw In,False,175,0.07888776
100.4,39.7,107.4,53.6,1.1042751,15.563097,Normal,Open Play,From Free Kick,False,175,0.053272545
76.2,34.0,85.2,45.9,0.9232738,14.92012,Normal,Open Play,From Throw In,False,175,0.026379082
103.8,29.9,95.4,40.0,2.26456,13.13659,Normal,Open Play,From Kick Off,False,175,0.03586019
85.8,59.2,96.4,39.0,-1.0875434,22.812277,Normal,Open Play,From Keeper,False,175,0.046423916
108.4,35.0,107.3,49.7,1.6454871,14.741099,Normal,Open Play,From Free Kick,False,872,0.097872436
87.0,44.7,95.0,31.0,-1.0422682,15.86474,Normal,Open Play,From Throw In,False,175,0.018364497
120.0,0.1,111.9,47.5,1.7400476,48.08711,Inswinging,Corner,From Corner,False,872,0.039550893
109.5,21.9,99.1,25.3,2.8256223,10.941664,Normal,Open Play,From Goal Kick,False,175,0.040678177
109.7,19.2,109.5,43.5,1.5790266,24.300823,Normal,Open Play,From Corner,False,175,0.07452309
75.8,6.1,89.7,22.5,0.86771995,21.49814,Normal,Open Play,From Counter,False,872,0.05706782
82.0,11.9,104.9,35.6,0.80256385,32.95603,Normal,Open Play,From Free Kick,False,872,0.18061946
120.0,0.1,112.4,36.5,1.7766305,37.184944,Outswinging,Corner,From Corner,False,172,0.098644115
85.0,12.6,104.4,35.2,0.86144173,29.78456,Normal,Open Play,From Free Kick,False,189,0.04712391
112.8,44.2,110.2,37.1,-1.9218272,7.5610847,Normal,Open Play,From Corner,False,189,0.14845917
108.0,68.9,112.6,31.7,-1.447765,37.48333,Normal,Open Play,From Free Kick,False,189,0.058779653
97.3,39.9,96.5,33.7,-1.6991196,6.2514,Normal,Open Play,From Free Kick,False,189,0.045599338
67.0,56.8,76.9,69.7,0.91622555,16.260996,Normal,Free Kick,From Free Kick,False,189,0.048395045
120.0,80.0,111.6,48.8,-1.833791,32.31099,Outswinging,Corner,From Corner,False,189,0.039963413
85.4,23.3,110.4,71.2,1.0897664,54.031567,Normal,Open Play,Regular Play,True,172,0.0158469
86.7,33.3,84.8,35.0,2.411693,2.5495098,Normal,Open Play,Regular Play,False,189,0.028650891
112.1,70.0,111.5,39.1,-1.5902114,30.905825,Normal,Free Kick,From Free Kick,False,189,0.09534335
96.9,13.4,96.7,52.4,1.5759245,39.00051,Normal,Open Play,Regular Play,False,189,0.03348904
90.9,64.3,88.8,51.1,-1.7285651,13.366002,Normal,Open Play,From Throw In,True,189,0.019990256
90.3,77.0,97.8,58.8,-1.1799129,19.684765,Normal,Open Play,From Free Kick,False,189,0.03228058
120.0,80.0,111.8,41.2,-1.7790718,39.65703,Outswinging,Corner,From Corner,False,189,0.07825111
68.9,18.8,111.3,56.6,0.72810435,56.80317,Normal,Open Play,From Free Kick,False,172,0.016381014
65.7,9.6,84.3,17.7,0.41071695,20.287188,Normal,Open Play,From Counter,False,189,0.027431406
107.4,46.2,103.4,45.2,-2.896614,4.1231055,Normal,Open Play,From Corner,True,189,0.07403923
118.1,29.7,113.3,36.8,2.1652713,8.570297,Normal,Open Play,From Throw In,False,189,0.21376175
75.3,20.9,70.1,45.3,1.7807698,24.947947,Normal,Open Play,From Throw In,False,180,0.005673713
120.0,80.0,114.3,41.1,-1.7162905,39.31539,Outswinging,Corner,From Corner,False,173,0.17811058
80.3,58.3,102.1,40.9,-0.6736211,27.89265,Normal,Free Kick,From Free Kick,False,173,0.025393423
97.8,60.8,112.7,34.7,-1.0520629,30.05362,Normal,Open Play,From Corner,True,180,0.06315675
120.0,0.1,115.8,30.2,1.709436,30.391611,Inswinging,Corner,From Corner,False,180,0.05498348
112.9,48.2,104.9,48.0,-3.116598,8.0025,Normal,Recovery,From Goal Kick,False,173,0.063711755
99.7,3.7,105.3,10.4,0.87459177,8.732124,Normal,Open Play,Regular Play,False,180,0.010631525
81.8,37.4,85.7,46.7,1.1737169,10.084641,Normal,Open Play,Regular Play,True,180,0.047219917
86.0,60.8,105.6,38.4,-0.8519663,29.764408,Normal,Free Kick,From Free Kick,False,173,0.033335872
95.2,65.3,102.2,46.3,-1.217806,20.248457,Normal,Open Play,From Counter,True,173,0.16983315
104.6,56.9,107.0,42.1,-1.4100336,14.993332,Normal,Open Play,Regular Play,False,180,0.15266472
63.6,17.3,69.9,28.5,1.0584068,12.850292,Normal,Open Play,Regular Play,False,180,0.02355652
61.2,41.6,87.1,55.4,0.48955643,29.347061,Normal,Open Play,From Counter,False,173,0.07931612
96.1,4.2,110.2,33.2,1.1182439,32.246086,Normal,Open Play,Regular Play,False,180,0.07647629
83.3,61.8,87.4,48.5,-1.2717692,13.917615,Normal,Open Play,Regular Play,True,177,0.09575554
105.6,22.0,99.4,28.0,2.3725865,8.627862,Normal,Open Play,From Throw In,False,177,0.030495808
86.4,36.9,98.2,23.2,-0.85977054,18.081205,Normal,Open Play,From Counter,False,177,0.034802243
103.8,30.5,112.2,24.8,-0.59619915,10.151355,Normal,Open Play,Regular Play,False,177,0.034864124
120.0,80.0,112.9,45.4,-1.7731891,35.320957,Outswinging,Corner,From Corner,False,177,0.069417104
120.0,80.0,111.7,45.1,-1.8042812,35.87339,Outswinging,Corner,From Corner,False,177,0.05919932
93.7,24.7,93.3,34.2,1.6128768,9.508417,Normal,Open Play,From Throw In,False,178,0.024963763
87.7,60.7,113.6,35.7,-0.76771826,35.99736,Normal,Free Kick,From Free Kick,False,177,0.18872793
104.2,29.9,96.6,48.6,1.9568224,20.18539,Normal,Open Play,From Free Kick,False,177,0.02788394
80.9,15.4,88.8,13.2,-0.2715996,8.20061,Normal,Open Play,From Free Kick,False,177,0.025914935
105.7,36.1,112.6,47.3,1.0186434,13.154847,Normal,Open Play,Regular Play,False,178,0.2748653
92.3,47.6,92.0,49.6,1.7196863,2.0223749,Normal,Open Play,From Free Kick,False,178,0.021523295
92.7,22.6,93.9,32.9,1.4548143,10.369667,Normal,Open Play,Regular Play,False,177,0.028365513
97.8,42.9,99.1,52.9,1.4415213,10.084146,Normal,Open Play,Regular Play,False,178,0.031420927
109.8,34.6,114.9,32.0,-0.47145995,5.724509,Normal,Open Play,Regular Play,False,178,0.06941002
114.1,73.0,112.7,32.8,-1.6056081,40.22437,Normal,Open Play,From Throw In,False,184,0.11555041
47.3,10.1,56.2,2.2,-0.7259445,11.90042,Normal,Recovery,From Counter,False,174,0.015800258
48.3,41.2,71.1,11.1,-0.9225283,37.76043,Normal,Open Play,Regular Play,False,174,0.0120908925
97.8,29.3,85.4,21.9,-2.6035485,14.440222,Normal,Open Play,From Keeper,True,184,0.028790578
110.2,67.4,113.2,36.6,-1.4737,30.945759,Normal,Open Play,Regular Play,True,184,0.1585156
101.7,44.3,92.2,45.6,3.0055952,9.588534,Normal,Open Play,Regular Play,False,184,0.021687644
94.4,16.8,99.9,44.7,1.3761594,28.436947,Normal,Open Play,Regular Play,False,174,0.18922485
120.0,80.0,112.4,35.1,-1.7384721,45.538666,Inswinging,Corner,From Corner,False,174,0.07004817
87.3,30.1,98.5,46.1,0.9600704,19.530489,Normal,Open Play,Regular Play,False,174,0.26806805
90.9,71.8,84.3,60.4,-2.095592,13.172699,Normal,Open Play,Regular Play,False,184,0.0071532386
82.2,59.3,98.5,60.9,0.09784605,16.37834,Normal,Open Play,From Goal Kick,False,174,0.01200691
97.0,17.6,108.7,50.3,1.2271913,34.730103,Normal,Open Play,Regular Play,False,174,0.074856415
94.8,72.5,108.5,47.7,-1.0660975,28.33249,Normal,Open Play,From Free Kick,False,184,0.09243128
88.4,29.5,98.1,51.7,1.1588585,24.226639,Normal,Open Play,Regular Play,False,184,0.02793214
113.1,24.8,108.7,33.6,2.0344439,9.838699,Normal,Open Play,From Free Kick,False,184,0.15912676
95.8,55.1,116.4,34.6,-0.78296506,29.062174,Normal,Open Play,Regular Play,False,184,0.16791242
105.9,39.6,104.7,31.3,-1.7143797,8.386298,Normal,Open Play,Regular Play,False,174,0.22085662
110.4,9.8,113.1,36.8,1.4711276,27.134665,Normal,Open Play,Regular Play,False,174,0.28580338
98.4,14.8,107.1,20.7,0.595918,10.511898,Normal,Open Play,Regular Play,True,184,0.08335306
90.5,50.7,88.3,47.3,-2.145101,4.049691,Normal,Open Play,Regular Play,False,184,0.035786774
77.0,46.3,88.3,60.7,0.90544075,18.30437,Normal,Open Play,Regular Play,False,181,0.03580574
96.4,74.0,100.9,28.5,-1.4722158,45.721985,Normal,Open Play,From Corner,False,181,0.058045104
91.7,32.9,106.8,48.5,0.80168337,21.711058,Normal,Open Play,Regular Play,False,179,0.18714976
47.4,14.4,55.8,62.8,1.3989543,49.123516,Normal,Open Play,From Throw In,False,179,0.009984319
82.8,30.9,84.2,21.6,-1.4213806,9.404786,Normal,Open Play,From Goal Kick,False,179,0.008330794
96.4,21.8,104.2,24.1,0.2867454,8.132035,Normal,Open Play,Regular Play,False,181,0.055704422
120.0,0.1,108.6,45.6,1.816292,46.906395,Straight,Corner,From Corner,False,181,0.041038472
70.1,22.2,82.5,16.7,-0.41747582,13.565028,Normal,Open Play,From Throw In,True,179,0.020414598
112.2,18.8,106.2,30.4,2.0481417,13.059862,Normal,Recovery,Regular Play,True,179,0.08431731
94.0,76.0,105.9,43.4,-1.2207944,34.704033,Normal,Open Play,From Free Kick,False,181,0.021883063
108.7,72.9,103.8,50.4,-1.785226,23.027374,Normal,Open Play,Regular Play,False,181,0.021943852
120.0,80.0,113.4,46.3,-1.7641943,34.34021,Outswinging,Corner,From Corner,False,179,0.08967285
120.0,0.1,108.7,42.8,1.8295028,44.1699,Outswinging,Corner,From Corner,False,179,0.036911268
89.9,37.6,103.4,24.8,-0.75878847,18.603495,Normal,Open Play,From Throw In,False,179,0.022858331
96.0,41.5,105.9,29.3,-0.8890973,15.711461,Normal,Open Play,From Corner,False,179,0.16380765
85.3,31.0,97.5,21.2,-0.67673695,15.648643,Normal,Open Play,Regular Play,True,181,0.028069481
80.4,67.2,89.5,55.1,-0.9259742,15.140013,Normal,Open Play,Regular Play,False,179,0.009980578
120.0,80.0,109.5,39.7,-1.8256756,41.64541,Outswinging,Corner,From Corner,False,179,0.05185734
120.0,80.0,110.0,39.3,-1.8117241,41.9105,Outswinging,Corner,From Corner,False,904,0.045307864
118.2,14.2,108.5,29.4,2.1388016,18.03136,Normal,Open Play,Regular Play,False,904,0.072779864
85.8,14.2,105.6,52.1,1.0893682,42.76038,Normal,Open Play,Regular Play,False,169,0.0511988
117.0,80.0,117.2,59.4,-1.5610878,20.600971,Normal,Throw-in,From Throw In,False,904,0.10203516
103.3,31.2,103.5,17.9,-1.5557599,13.301504,Normal,Open Play,Regular Play,True,904,0.009031296
111.5,63.6,108.3,45.6,-1.7467359,18.282232,Normal,Open Play,Regular Play,False,169,0.16015011
111.0,7.6,106.5,36.9,1.7231892,29.643549,Normal,Open Play,Regular Play,False,169,0.18779819
98.2,25.5,106.9,33.3,0.7309067,11.684606,Normal,Open Play,From Throw In,False,169,0.17067212
98.7,68.3,107.2,35.2,-1.3194302,34.173965,Normal,Open Play,From Corner,False,169,0.028964411
114.5,45.9,111.5,54.4,1.9100889,9.013878,Normal,Recovery,From Corner,True,904,0.041681718
120.0,80.0,109.6,41.5,-1.8346292,39.879944,Outswinging,Corner,From Corner,False,176,0.048241246
92.9,61.7,105.6,44.7,-0.9291802,21.220037,Normal,Free Kick,From Free Kick,False,185,0.04949655
87.0,46.1,81.1,20.6,-1.798168,26.17365,Normal,Open Play,From Free Kick,False,185,0.014929838
93.8,39.1,100.2,38.5,-0.09347678,6.4280634,Normal,Recovery,Regular Play,False,176,0.043227114
102.2,25.6,113.2,51.8,1.1732981,28.41549,Normal,Open Play,Regular Play,False,185,0.080832295
65.8,10.1,78.1,3.2,-0.5112307,14.103191,Normal,Open Play,From Counter,False,185,0.03315291
112.6,23.7,109.7,28.8,2.0878284,5.866856,Normal,Open Play,Regular Play,False,185,0.07786702
92.9,42.0,101.3,33.4,-0.79716235,12.021647,Normal,Open Play,From Free Kick,True,185,0.088109
120.0,80.0,108.7,36.8,-1.8266382,44.653442,Outswinging,Corner,From Corner,False,185,0.044859864
91.4,26.3,111.7,27.6,0.06395208,20.341583,Normal,Open Play,From Throw In,False,185,0.14286838
107.6,49.4,97.7,40.9,-2.432135,13.048371,Normal,Open Play,Regular Play,False,176,0.049969442
120.0,0.1,111.7,38.6,1.783131,39.384514,Inswinging,Corner,From Corner,False,176,0.07507351
109.9,60.8,105.4,52.5,-2.0676072,9.441399,Normal,Open Play,Regular Play,True,185,0.102948904
96.0,59.3,108.7,60.7,0.10979292,12.776933,Normal,Open Play,From Free Kick,False,176,0.029261911
83.7,16.0,89.3,29.4,1.1749458,14.523085,Normal,Open Play,From Throw In,False,185,0.085482106
90.4,73.0,86.5,51.5,-1.7502404,21.850859,Normal,Open Play,From Kick Off,False,176,0.019991037
92.1,33.6,101.3,21.7,-0.9126686,15.041609,Normal,Open Play,Regular Play,False,176,0.14846134
96.3,53.5,84.0,35.2,-2.1625724,22.04949,Normal,Open Play,From Throw In,False,176,0.02243552
76.8,52.1,115.6,26.9,-0.5760128,46.265324,Normal,Open Play,From Throw In,False,185,0.031206593
108.5,19.9,105.8,41.0,1.6980667,21.272047,Normal,Open Play,From Throw In,False,179,0.06907134
80.9,75.6,106.6,48.5,-0.8119071,37.348362,Normal,Free Kick,From Free Kick,False,179,0.0223164
116.0,27.4,111.8,34.7,2.0928879,8.421995,Normal,Open Play,Regular Play,True,179,0.15405488
109.3,8.2,88.5,23.7,2.5011756,25.940123,Normal,Open Play,From Corner,False,179,0.018301085
104.4,27.5,100.2,32.8,2.2409184,6.762396,Normal,Open Play,Regular Play,True,179,0.04153224
97.5,26.7,93.1,48.8,1.7673216,22.533752,Normal,Open Play,Regular Play,False,179,0.02799839
78.3,32.4,93.0,51.5,0.91484773,24.101868,Normal,Open Play,From Counter,False,186,0.12632899
117.5,23.6,107.7,30.1,2.5559485,11.759677,Normal,Open Play,Regular Play,True,179,0.12921584
116.7,8.9,105.4,42.9,1.8916643,35.82862,Normal,Open Play,From Throw In,True,179,0.09451126
95.0,54.5,106.6,62.8,0.6210645,14.26359,Normal,Open Play,Regular Play,False,186,0.03240262
105.8,67.7,111.6,48.9,-1.27155,19.674349,Normal,Open Play,From Counter,False,186,0.09793162
120.0,80.0,112.3,47.1,-1.8007008,33.78905,Outswinging,Corner,From Corner,False,186,0.06131822
110.0,69.2,115.2,43.7,-1.3696328,26.024796,Normal,Open Play,From Free Kick,False,179,0.6357567
78.0,43.2,75.0,21.5,-1.7081743,21.906391,Normal,Open Play,Regular Play,False,186,0.0062228465
100.9,58.6,102.1,43.7,-1.4904329,14.948244,Normal,Open Play,Regular Play,True,186,0.037658192
99.9,57.5,114.2,36.9,-0.9639906,25.076881,Through Ball,Open Play,Regular Play,False,186,0.37631246
92.7,54.7,86.8,46.6,-2.2003262,10.020978,Normal,Open Play,Regular Play,False,179,0.02237597
120.0,80.0,106.8,35.8,-1.8610073,46.12895,Outswinging,Corner,From Corner,False,186,0.033290856
86.9,65.1,105.9,37.5,-0.96789414,33.50761,Normal,Open Play,Regular Play,False,179,0.040723987
120.0,80.0,109.8,42.2,-1.8343602,39.15201,Outswinging,Corner,From Corner,False,169,0.06631626
108.3,76.9,98.3,69.5,-2.5045223,12.440257,Normal,Open Play,Regular Play,False,169,0.010025305
60.8,36.6,100.7,76.2,0.7816246,56.21539,Normal,Open Play,Regular Play,False,169,0.025499275
70.7,65.3,100.0,76.9,0.37697074,31.512695,Normal,Open Play,Regular Play,False,169,0.08628525
81.6,51.7,111.1,53.8,0.07106656,29.574652,Through Ball,Open Play,Regular Play,False,169,0.014246633
112.3,73.6,105.8,57.1,-1.9460671,17.734148,Normal,Open Play,Regular Play,False,169,0.20669994
114.6,22.9,107.1,34.1,2.1608565,13.479243,Normal,Open Play,Regular Play,True,169,0.042999294
73.2,37.1,91.5,46.9,0.49165753,20.758854,Normal,Recovery,From Counter,False,169,0.023708904
75.5,25.1,93.7,56.9,1.0509732,36.63987,Normal,Open Play,Regular Play,False,175,0.14288075
110.4,41.4,100.1,43.1,2.9780188,10.439348,Normal,Open Play,From Throw In,False,169,0.05434501
120.0,0.1,112.6,34.6,1.7820876,35.2847,Outswinging,Corner,From Corner,False,169,0.06802124
93.4,58.4,85.5,24.4,-1.7990983,34.90573,Normal,Open Play,From Free Kick,False,169,0.024158632
96.7,53.9,107.6,66.0,0.83752483,16.285576,Normal,Open Play,From Corner,False,169,0.0074333106
116.0,73.5,110.9,42.0,-1.7313082,31.910187,Normal,Open Play,From Corner,False,169,0.15005708
120.0,0.1,112.7,32.7,1.7910887,33.407333,Outswinging,Corner,From Corner,False,169,0.056474265
65.0,55.0,89.5,52.0,-0.12184244,24.682991,Through Ball,Open Play,From Goal Kick,False,175,0.25580212
110.4,3.9,103.8,46.8,1.7234457,43.404724,Normal,Open Play,From Goal Kick,False,169,0.033314634
104.8,59.0,108.6,40.7,-1.3660557,18.690372,Normal,Open Play,From Throw In,False,169,0.15161341
120.0,0.1,110.8,35.1,1.8278388,36.18895,Inswinging,Corner,From Corner,False,175,0.06689211
112.7,60.9,116.3,45.1,-1.3467727,16.204937,Normal,Open Play,From Goal Kick,False,169,0.09589365
102.7,19.8,104.9,49.0,1.4955959,29.282759,Normal,Open Play,Regular Play,False,169,0.107690394
69.2,36.0,95.8,44.2,0.2990272,27.83523,Normal,Open Play,Regular Play,False,169,0.04991902
63.4,21.1,80.2,18.6,-0.14772546,16.984993,Normal,Open Play,From Throw In,False,169,0.0625314
85.5,68.1,108.2,42.4,-0.84730244,34.28965,Normal,Free Kick,From Free Kick,False,175,0.09080012
89.7,10.6,108.7,36.9,0.9451725,32.445183,Normal,Free Kick,From Free Kick,False,169,0.09044611
116.3,58.6,107.1,66.5,2.432072,12.126417,Normal,Recovery,From Free Kick,False,169,0.009599496
92.2,64.3,100.7,40.9,-1.2223685,24.895983,Normal,Open Play,Regular Play,True,178,0.04035852
120.0,0.1,115.7,36.5,1.6883832,36.653103,Inswinging,Corner,From Corner,False,904,0.16127089
97.6,17.5,93.4,29.5,1.9074712,12.713772,Normal,Open Play,Regular Play,False,904,0.0463858
82.3,8.0,105.9,23.2,0.5721936,28.071337,Normal,Open Play,Regular Play,False,178,0.066805564
99.0,24.7,100.9,21.1,-1.0851742,4.0706263,Normal,Open Play,From Free Kick,False,178,0.010565492
92.4,36.6,105.9,65.4,1.1324598,31.807076,Normal,Open Play,Regular Play,False,904,0.04396669
117.8,25.5,103.8,29.0,2.896614,14.43087,Normal,Open Play,From Corner,True,904,0.036187746
92.7,41.1,107.4,25.5,-0.8150924,21.434784,Normal,Open Play,Regular Play,False,904,0.1365126
100.5,47.7,91.5,39.2,-2.3847582,12.379418,Normal,Open Play,Regular Play,False,178,0.027910216
84.2,38.6,102.8,23.7,-0.67539626,23.83212,Normal,Open Play,Regular Play,False,178,0.029118354
92.9,65.2,105.6,28.2,-1.2401536,39.11892,Normal,Free Kick,From Free Kick,False,172,0.053463925
113.2,67.5,107.2,55.6,-2.0377996,13.32704,Normal,Open Play,From Corner,False,172,0.094789416
